#,PLAYER,Team,Positions,Age,Value,Name,original_key,metadata,injury_body_part,depth_chart_order,sportradar_id,team_abbr,oddsjam_id,birth_date,active,stats_id,search_last_name,espn_id,full_name,search_rank,years_exp,player_id,fantasy_data_id,kalshi_id,yahoo_id,practice_participation,injury_start_date,depth_chart_position,injury_notes,status,gsis_id,competitions,age,practice_description,news_updated,hashtag,player_shard,last_name,birth_city,rotoworld_id,weight,team_changed_at,injury_status,sport,fantasy_positions,birth_country,team,opta_id,height,swish_id,college,search_full_name,first_name,high_school,position,pandascore_id,rotowire_id,birth_state,search_first_name,number,id,fullName,experience
42,Tyler Herro,MIA,"PG,SG",25.8,5451.684780403795,Tyler Herro,2086,{'channel_id': '1113936525009092608'},Ankle,5.0,8bd80771-843f-4d7f-a4e7-b4d4f6c4e7c6,,29CB00DFF593,2000-01-20,True,,herro,,Tyler Herro,51.0,6.0,2086,20002284.0,,,,,PG,Surgery,ACT,,[],25.0,,1761850530345.0,#tylerherro-NBA-MIA-14,8,Herro,,,195,,Out,nba,"['PG', 'SG']",,MIA,,77,1134176.0,Kentucky,tylerherro,Tyler,Whitnall (WI),SG,,4780.0,,tyler,14.0,4395725,Tyler Herro,6.0
43,Karl-Anthony Towns,NY,"PF,C",30.0,5402.07310259053,Karl-Anthony Towns,1613,"{'channel_id': '1113936503685251072', 'injury_override_regular_2020_2': 'Out'}",,1.0,ab532a66-9314-4d57-ade7-bb54a70c65ad,,6EE974116BF2,1995-11-15,True,,towns,,Karl-Anthony Towns,11.0,10.0,1613,20001431.0,2410a7e1-07fb-494e-81b8-37e151d1ae00,,,,PF,,ACT,,[],29.0,,1762442403939.0,#karlanthonytowns-NBA-NYK-32,6,Towns,,,248,,,nba,"['C', 'PF']",,NYK,,84,837030.0,Kentucky,karlanthonytowns,Karl-Anthony,St. Joseph (NJ),C,,3741.0,,karlanthony,32.0,3136195,Karl-Anthony Towns,10.0
44,De'Aaron Fox,SA,"PG,SG",27.9,5353.576388863032,De'Aaron Fox,1872,{'channel_id': '1113936536572788736'},Hamstring,1.0,cfc1e41b-74ab-45ee-8132-aaf9ca7f8163,,CDE39E7AD66F,1997-12-20,True,,fox,,De'Aaron Fox,38.0,8.0,1872,20001824.0,c995b1bb-82ab-4be9-aad1-6351b75e108a,,,,PG,Strain,ACT,,[],27.0,,1762546807831.0,#deaaronfox-NBA-SAS-4,9,Fox,,,185,,Out,nba,['PG'],,SAS,,75,957489.0,Kentucky,deaaronfox,De'Aaron,Cypress Lakes (TX),PG,,4116.0,,deaaron,4.0,4066259,De'Aaron Fox,8.0
45,Jaylen Brown,BOS,"SG,SF",29.0,5306.145623756862,Jaylen Brown,1711,{'channel_id': '1113936515404136448'},,1.0,ffc5579c-783f-4d62-80ab-3c3dcb05a27d,,C7D85481029D,1996-10-24,True,,brown,,Jaylen Brown,22.0,9.0,1711,20001672.0,417ef237-dcd0-46a2-8649-6ccbc78e3a4b,,,,SF,,ACT,,[],29.0,,1762569654008.0,#jaylenbrown-NBA-BOS-7,2,Brown,,,223,,,nba,"['SF', 'SG']",,BOS,,78,883436.0,California,jaylenbrown,Jaylen,Wheeler (GA),SF,,3894.0,,jaylen,7.0,3917376,Jaylen Brown,9.0
46,Anthony Davis,DAL,"PF,C",32.7,5259.734954599728,Anthony Davis,1272,"{'channel_id': '1113936508278013952', 'injury_override_regular_2020_16': 'Out'}",Calf,1.0,ea8826b8-1f76-4eab-b61e-ffcb176880f3,,1E0E533973C5,1993-03-11,True,,davis,,Anthony Davis,7.0,13.0,1272,20000468.0,50cd523e-b363-4145-b038-10c3e7f5fc68,,,,PF,Strain,ACT,,[],32.0,,1762561253736.0,#anthonydavis-NBA-DAL-3,1,Davis,,,253,,Out,nba,"['C', 'PF']",,DAL,,82,603096.0,Kentucky,anthonydavis,Anthony,Perspectives Charter (IL),C,,3297.0,,anthony,3.0,6583,Anthony Davis,13.0
47,Trey Murphy III,NO,"SG,SF,PF",25.4,5214.301425119689,Trey Murphy,2285,{'channel_id': '1113936512447152128'},,1.0,51b62fe8-1e5c-4c65-8ad3-2ad06e749b70,,1BF97819B9A4,2000-06-18,True,,murphy,,Trey Murphy,54.0,4.0,2285,20002700.0,49ac8ed6-aad0-4703-aedb-b65dc8fcb086,,,,SG,,ACT,,[],25.0,,1762446304287.0,#treymurphy-NBA-NOP-25,5,Murphy,,,206,,,nba,"['PF', 'SF', 'SG']",,NOP,,80,1134570.0,Virginia,treymurphy,Trey,Cary Academy (NC),SF,,5401.0,,trey,25.0,4397688,Trey Murphy III,4.0
48,2024 Round 1,NBA,P,0.0,5181.039899667655,2024 Round 1,2024rd1,{},,0.0,,NBA,,2025-01-01,False,,pick1,,2024 Round 1,1.0,0.0,,,,,,,P,,DRAFT,,[],0.0,,0.0,#Round1Pick1-NBA,,Pick 1,,,0,2025-01-01,,nba,['PICK'],,NBA,,0,,,2024 Round 1,Round 1,,P,,,,round,1.0,,2024 Round 1,
49,2025 Round 1,NBA,P,0.0,5181.039899667655,2025 Round 1,2025rd1,{},,0.0,,NBA,,2025-01-01,False,,pick1,,2025 Round 1,1.0,0.0,,,,,,,P,,DRAFT,,[],0.0,,0.0,#Round1Pick1-NBA,,Pick 1,,,0,2025-01-01,,nba,['PICK'],,NBA,,0,,,2025 Round 1,Round 1,,P,,,,round,1.0,,2025 Round 1,
50,2026 Round 1,NBA,P,0.0,5181.039899667655,2026 Round 1,2026rd1,{},,0.0,,NBA,,2025-01-01,False,,pick1,,2026 Round 1,1.0,0.0,,,,,,,P,,DRAFT,,[],0.0,,0.0,#Round1Pick1-NBA,,Pick 1,,,0,2025-01-01,,nba,['PICK'],,NBA,,0,,,2026 Round 1,Round 1,,P,,,,round,1.0,,2026 Round 1,
51,2027 Round 1,NBA,P,0.0,5181.039899667655,2027 Round 1,2027rd1,{},,0.0,,NBA,,2025-01-01,False,,pick1,,2027 Round 1,1.0,0.0,,,,,,,P,,DRAFT,,[],0.0,,0.0,#Round1Pick1-NBA,,Pick 1,,,0,2025-01-01,,nba,['PICK'],,NBA,,0,,,2027 Round 1,Round 1,,P,,,,round,1.0,,2027 Round 1,
52,2028 Round 1,NBA,P,0.0,5181.039899667655,2028 Round 1,2028rd1,{},,0.0,,NBA,,2025-01-01,False,,pick1,,2028 Round 1,1.0,0.0,,,,,,,P,,DRAFT,,[],0.0,,0.0,#Round1Pick1-NBA,,Pick 1,,,0,2025-01-01,,nba,['PICK'],,NBA,,0,,,2028 Round 1,Round 1,,P,,,,round,1.0,,2028 Round 1,
53,2023 Round 1,NBA,P,0.0,5181.039899667655,2023 Round 1,2023rd1,{},,0.0,,NBA,,2025-01-01,False,,pick1,,2023 Round 1,1.0,0.0,,,,,,,P,,DRAFT,,[],0.0,,0.0,#Round1Pick1-NBA,,Pick 1,,,0,2025-01-01,,nba,['PICK'],,NBA,,0,,,2023 Round 1,Round 1,,P,,,,round,1.0,,2023 Round 1,
54,Jamal Murray,DEN,"PG,SG",28.7,5169.80473652261,Jamal Murray,1747,{'channel_id': '1113936537587810304'},,1.0,685576ef-ea6c-4ccf-affd-18916baf4e60,,FFCA441A8182,1997-02-23,True,,murray,,Jamal Murray,37.0,9.0,1747,20001666.0,b68274ee-eaff-4793-a9fb-75f6db5561da,,,,PG,,ACT,,[],28.0,,1762471502004.0,#jamalmurray-NBA-DEN-27,6,Murray,,,215,,,nba,"['PG', 'SG']",,DEN,,76,891352.0,Kentucky,jamalmurray,Jamal,Orangeville Prep (CAN),PG,,3882.0,,jamal,27.0,3936299,Jamal Murray,9.0
55,Matas Buzelis,CHI,"SF,PF",21.1,5126.207032708371,Matas Buzelis,2835,{'channel_id': '1128504877358522368'},,1.0,fe7a0b28-a8f9-42ad-b345-0f69d51d365f,,,2004-10-13,True,,buzelis,,Matas Buzelis,117.0,1.0,2835,20003217.0,abceeb28-05cc-48d9-bb9a-bd421c30dfe8,,,,PF,,ACT,,[],21.0,,1762356919649.0,#matasbuzelis-NBA-CHI-14,4,Buzelis,,,209,,,nba,"['PF', 'SF']",,CHI,,80,1501940.0,,matasbuzelis,Matas,Sunrise Christian Academy (KS),PF,,5938.0,,matas,14.0,4711294,Matas Buzelis,1.0
56,Coby White,CHI,"PG,SG",25.7,5083.472706757217,Coby White,1998,{'channel_id': '1113936486207586304'},Calf,1.0,a1e46e84-bd9e-454d-9117-a8fa1aab0ce4,,D915C3B82B04,2000-02-16,True,,white,,Coby White,58.0,6.0,1998,20002280.0,0bcb0358-92a6-405a-8ba0-b41d69bd4da7,,,,SG,Strain,ACT,,[],25.0,,1762299315223.0,#cobywhite-NBA-CHI-0,0,White,,,195,,Out,nba,"['PG', 'SG']",,CHI,,76,1138387.0,North Carolina,cobywhite,Coby,Greenfield School (NC),SG,,4801.0,,coby,0.0,4395651,Coby White,6.0
57,Domantas Sabonis,SAC,C,29.5,5041.568226207561,Domantas Sabonis,1739,{'channel_id': '1113936535222222848'},Ribs,1.0,22038780-8c50-4211-a99e-656d983e5207,,33D8BA719BE9,1996-05-03,True,,sabonis,,Domantas Sabonis,9.0,9.0,1739,20001683.0,144e1e61-d50e-4325-8ff6-7a695f03446a,,,,C,Bruise,ACT,,[],29.0,,1762551908356.0,#domantassabonis-NBA-SAC-11,7,Sabonis,,,240,,Out,nba,['C'],,SAC,,82,850111.0,Gonzaga,domantassabonis,Domantas,,C,,3865.0,,domantas,11.0,3155942,Domantas Sabonis,9.0
58,Desmond Bane,ORL,"SG,SF",27.4,5000.461974977159,Desmond Bane,2143,{'channel_id': '1113936505035816960'},,1.0,49962b13-0afc-43f5-a3e2-7e37b7736260,,40B73A0755A8,1998-06-25,True,,bane,,Desmond Bane,45.0,5.0,2143,20002555.0,ccb79bb0-64c9-46fe-9442-81a77ede2c47,,,,SG,,ACT,,[],27.0,,1762368921695.0,#desmondbane-NBA-ORL-3,0,Bane,,,215,,,nba,"['SF', 'SG']",,ORL,,78,944263.0,TCU,desmondbane,Desmond,Seton Catholic (IN),SG,,5159.0,,desmond,3.0,4066320,Desmond Bane,5.0
59,Lauri Markkanen,UTA,"SF,PF",28.5,4960.124110060733,Lauri Markkanen,1752,{'channel_id': '1113936522643505152'},,1.0,583d7994-36f9-4a9a-b527-c18704406981,,CC05C7A93A71,1997-05-22,True,,markkanen,,Lauri Markkanen,70.0,8.0,1752,20001831.0,23b96d6f-9d94-4858-b814-deaf00b4bae4,,,,SF,,ACT,,[],28.0,,1762398358851.0,#laurimarkkanen-NBA-UTA-23,4,Markkanen,,,240,,,nba,"['PF', 'SF']",,UTA,,85,949131.0,Arizona,laurimarkkanen,Lauri,Helsinki Academy (FIN),PF,,4119.0,,lauri,23.0,4066336,Lauri Markkanen,8.0
60,Pascal Siakam,IND,"PF,C",31.6,4920.526431376909,Pascal Siakam,1716,"{'channel_id': '1113936491102339072', 'fantasy_positions': 'C,PF,SF'}",,1.0,3df1db1d-6596-489e-8e26-80f60fd9b1f4,,73275976F8ED,1994-04-02,True,,siakam,,Pascal Siakam,21.0,9.0,1716,20001710.0,1c8ae3bd-88ae-4511-8622-9f9ac7d73de0,,,,PF,,ACT,,[],31.0,,1762441203639.0,#pascalsiakam-NBA-IND-43,6,Siakam,,,245,,,nba,"['C', 'PF']",,IND,,80,853408.0,New Mexico State,pascalsiakam,Pascal,God's Academy (TX),PF,,3922.0,,pascal,43.0,3149673,Pascal Siakam,9.0
61,Kel'el Ware,MIA,"PF,C",21.5,4881.642263342668,Kel'el Ware,2726,{'channel_id': '1113936525772455936'},,2.0,f1e4fcb7-01c7-479f-8883-c33ac438690e,,96AB9DCB4E47,2004-04-20,True,,ware,,Kel'el Ware,110.0,1.0,2726,20003207.0,944fef39-3b80-4410-9771-525da20141a5,,,,C,,ACT,,[],21.0,,1762562453375.0,#kelelware-NBA-MIA-7,5,Ware,,,230,,,nba,"['C', 'PF']",,MIA,,84,1405458.0,Indiana,kelelware,Kel'el,North Little Rock (AR),C,,6275.0,,kelel,7.0,5105623,Kel'el Ware,1.0
62,Shaedon Sharpe,POR,"SG,SF",22.4,4843.446346929635,Shaedon Sharpe,2476,{'channel_id': '1113936534769238016'},Calf,1.0,eb0bd3d9-4bf0-4cc3-bbdf-c79e2255c175,,D53995324E8F,2003-05-30,True,,sharpe,,Shaedon Sharpe,83.0,3.0,2476,20002874.0,53147479-51de-4a93-8beb-a70a78dc681f,,,,SG,Strain,ACT,,[],22.0,,1762556708051.0,#shaedonsharpe-NBA-POR-17,5,Sharpe,,,210,,DTD,nba,"['PG', 'SG']",,POR,,77,1371494.0,Kentucky,shaedonsharpe,Shaedon,Dream City Christian (AZ),SG,,5693.0,,shaedon,17.0,4914336,Shaedon Sharpe,3.0
63,Stephen Curry,GS,PG,37.7,4805.91474110827,Stephen Curry,1085,{'channel_id': '1113936493321125888'},Illness,1.0,8ec91366-faea-4196-bbfd-b8fab7434795,,30C9ABBBF692,1988-03-14,True,,curry,,Stephen Curry,18.0,16.0,1085,20000485.0,15cba021-5e04-44b0-95f9-9e975ec48697,,,,PG,,ACT,,[],37.0,,1762469101860.0,#stephencurry-NBA-GSW-30,4,Curry,,,185,,Out,nba,['PG'],,GSW,,74,338365.0,Davidson,stephencurry,Stephen,Charlotte Christian (NC),PG,,3014.0,,stephen,30.0,3975,Stephen Curry,16.0
64,Kyshawn George,WAS,"SG,SF",21.9,4769.024732716933,Kyshawn George,2714,{'channel_id': '1113936495741239296'},Illness,1.0,0e03dd88-2c39-4b4a-8b47-0c3c8ba82305,,BC7CBB02A084,2003-12-12,True,,george,,Kyshawn George,193.0,1.0,2714,20003202.0,10928e3f-1742-43ea-aed9-42715199b0c4,,,,SG,,ACT,,[],21.0,,1762560354148.0,#kyshawngeorge-NBA-WAS-18,0,George,,,200,,Out,nba,"['PG', 'SF', 'SG']",,WAS,,80,1460113.0,Miami (FL),kyshawngeorge,Kyshawn,,SG,,6269.0,,kyshawn,18.0,5174563,Kyshawn George,1.0
65,Jalen Green,PHO,"PG,SG",23.7,4732.754753906072,Jalen Green,2309,{'channel_id': '1113936509183983616'},,1.0,9a331092-35db-456c-a44a-d5b80a02ebe9,,E048E98EDFB9,2002-02-09,True,,green,,Jalen Green,52.0,4.0,2309,20002668.0,5bd1435d-e77a-4202-bff3-6977979e10c1,,,,SG,,ACT,,[],23.0,,1762540207533.0,#jalengreen-NBA-PHX-4,3,Green,,,186,,,nba,"['SF', 'SG']",,PHX,,76,1271706.0,,jalengreen,Jalen,Prolific Prep (CA),SG,,5230.0,,jalen,4.0,4437244,Jalen Green,4.0
66,Scoot Henderson,POR,PG,21.8,4697.084306406192,Scoot Henderson,2620,{'channel_id': '1113936534085566464'},Hamstring,4.0,a978acbc-e84b-4cc4-85c9-30595e022847,,C3F1E061CAD6,2004-02-03,True,,henderson,,Scoot Henderson,141.0,2.0,2620,20003033.0,f7a10ceb-9ddc-4afc-aea0-8c67b8b1dc6d,,,,PG,,ACT,,[],21.0,,1761070216077.0,#scoothenderson-NBA-POR-0,9,Henderson,,,207,,Out,nba,['PG'],,POR,,75,1357750.0,,scoothenderson,Scoot,Kell (GA),PG,,5377.0,,scoot,0.0,4683678,Scoot Henderson,2.0
67,Onyeka Okongwu,ATL,"PF,C",24.9,4661.993891953749,Onyeka Okongwu,2136,{'channel_id': '1113936510857510912'},,2.0,70e50e53-ca3b-425d-ac49-b156d6d1e016,,57BE8F52D963,2000-12-11,True,,okongwu,,Onyeka Okongwu,106.0,5.0,2136,20002531.0,18c71a75-fa9c-458b-99a4-38de2b350233,,,,C,,ACT,,[],24.0,,1762356319701.0,#onyekaokongwu-NBA-ATL-17,0,Okongwu,,,240,,,nba,['C'],,ATL,,82,1185367.0,USC,onyekaokongwu,Onyeka,Chino Hills (CA),C,,5118.0,,onyeka,17.0,4431680,Onyeka Okongwu,5.0
68,Jaden Ivey,DET,"PG,SG",23.7,4627.464948283712,Jaden Ivey,2439,{'channel_id': '1113936498857607168'},Undisclosed,5.0,ec887131-efba-43a0-ad0a-0757ab3f0399,,1A6DD7A9C666,2002-02-13,True,,ivey,,Jaden Ivey,121.0,3.0,2439,20002872.0,bc23524b-03f6-49eb-8fb0-a365aa39bfb7,,,,PG,,ACT,,[],23.0,,1760650530932.0,#jadenivey-NBA-DET-23,7,Ivey,,,195,,Out,nba,"['PG', 'SG']",,DET,,75,1231418.0,Purdue,jadenivey,Jaden,La Lumiere School (IN),SG,,5696.0,,jaden,23.0,4433218,Jaden Ivey,3.0
69,Kon Knueppel,CHA,"SG,SF",20.3,4593.47979016273,Kon Knueppel,4740,{'channel_id': '1243819667001184256'},,1.0,0b9a642d-d6f6-4c65-a7bd-d82e016e1b5d,,,2005-08-03,True,,knueppel,,Kon Knueppel,142.0,0.0,4740,20003451.0,45a1a8b2-fcfd-46f2-96e2-5e86555de713,,,,SF,,ACT,,[],20.0,,1762373422004.0,#konknueppel-NBA-CHA-7,7,Knueppel,,,215,,,nba,"['PG', 'SF', 'SG']",,CHA,,78,,Duke,konknueppel,Kon,Wisconsin Lutheran (WI),SF,,6540.0,,kon,7.0,5061575,Kon Knueppel,0.0
70,Walker Kessler,UTA,C,24.3,4560.021554993942,Walker Kessler,2441,{'channel_id': '1113936523322982400'},Shoulder,4.0,7eccbdf9-58a3-4b96-8b1e-eaa8ea9da836,,2EFC6B2497C9,2001-07-26,True,,kessler,,Walker Kessler,59.0,3.0,2441,20002889.0,fa781441-5e6a-4a3d-9a3f-0af9ee263945,,,,C,Surgery,ACT,,[],24.0,,1762369521711.0,#walkerkessler-NBA-UTA-24,4,Kessler,,,245,,IR,nba,['C'],,UTA,,86,1243728.0,Auburn,walkerkessler,Walker,Woodward Academy (GA),C,,5644.0,,walker,24.0,4433136,Walker Kessler,3.0
71,RJ Barrett,TOR,"SG,SF,PF",25.4,4527.0741525746125,RJ Barrett,2001,{'channel_id': '1113936518067519488'},,1.0,42c5f009-dfd2-4a94-a750-0943791e138e,,B05F49FE7024,2000-06-14,True,,barrett,,RJ Barrett,63.0,6.0,2001,20002272.0,b725e63f-83b2-469d-8c34-41217a3a05d3,,,,SG,,ACT,,[],25.0,,1762374322373.0,#rjbarrett-NBA-TOR-9,2,Barrett,,,214,,,nba,"['PF', 'SF', 'SG']",,TOR,,78,1132031.0,Duke,rjbarrett,RJ,Monteverde Academy (FL),SF,,4767.0,,rj,9.0,4395625,RJ Barrett,6.0
72,Jabari Smith Jr.,HOU,"SF,PF,C",22.5,4494.622218631801,Jabari Smith,2445,{'channel_id': '1113936508634529792'},,1.0,293be24b-3a94-40b2-a7a4-a1dd788302e9,,0E8AF0F5BB85,2003-05-13,True,,smith,,Jabari Smith,137.0,3.0,2445,20002871.0,9dec6528-0fb1-4529-9a55-82650e04121b,,,,PF,,ACT,,[],22.0,,1762470901960.0,#jabarismith-NBA-HOU-10,4,Smith,,,220,,,nba,"['C', 'PF']",,HOU,,83,1342755.0,Auburn,jabarismith,Jabari,Sandy Creek (GA),PF,,5643.0,,jabari,10.0,4432639,Jabari Smith Jr.,3.0
73,Bilal Coulibaly,WAS,"SG,SF",21.3,4462.6510718002555,Bilal Coulibaly,2565,"{'channel_id': '1113936495854485504', 'injury_override_off_2025_0': 'Active', 'injury_override_off_2025_1': 'Active'}",Lower Leg,1.0,27db7dbb-6aad-44df-a3f4-7e1c21c2f256,,CBD44E0BCC61,2004-07-26,True,,coulibaly,,Bilal Coulibaly,132.0,2.0,2565,20003052.0,2b9b4c52-7963-4bbc-820a-787f29642aa0,,,,PF,Soreness,ACT,,[],21.0,,1762470301885.0,#bilalcoulibaly-NBA-WAS-0,8,Coulibaly,,,195,,Out,nba,"['PF', 'SF']",,WAS,,79,1437526.0,,bilalcoulibaly,Bilal,,PF,,5945.0,,bilal,0.0,5104155,Bilal Coulibaly,2.0
74,Immanuel Quickley,TOR,"PG,SG",26.4,4431.146673740945,Immanuel Quickley,2157,{'channel_id': '1113936519539720192'},,1.0,cb0b5991-53e4-4dce-bf95-215fd6ecf728,,5B826F86AC85,1999-06-17,True,,quickley,,Immanuel Quickley,94.0,5.0,2157,20002550.0,81b37b7d-b0ec-4d2f-a97b-505763a51fd0,,,,PG,,ACT,,[],26.0,,1762355719527.0,#immanuelquickley-NBA-TOR-5,8,Quickley,,,190,,,nba,"['PG', 'SG']",,TOR,,74,1134175.0,Kentucky,immanuelquickley,Immanuel,The John Carroll School (MD),PG,,5201.0,,immanuel,5.0,4395724,Immanuel Quickley,5.0
75,Tre Johnson,WAS,SG,19.7,4400.09559212905,Tre Johnson,4738,{'channel_id': '1243819663524106240'},,2.0,19561190-edab-4465-a82d-7e42a7635800,,,2006-03-07,True,,johnson,,Tre Johnson,156.0,0.0,4738,20003449.0,8c834598-267f-4866-8e81-6e6912b912a2,,,,SG,,ACT,,[],19.0,,1762559408206.0,#trejohnson-NBA-WAS-12,8,Johnson,,,190,,,nba,"['PG', 'SG']",,WAS,,77,,Texas,trejohnson,Tre,Link Academy (MO),SG,,6543.0,,tre,12.0,5238230,Tre Johnson,0.0
76,Zach Edey,MEM,C,23.5,4369.484966267231,Zach Edey,2718,{'channel_id': '1113936505182617600'},Ankle,1.0,4ea56b9e-562d-4f19-a0e1-ea0e1da19688,,1F1924E8CD2E,2002-05-14,True,,edey,,Zach Edey,127.0,1.0,2718,20003199.0,fe5a04a5-0dc7-4373-baf9-36c4bced83a5,,,,C,Surgery,ACT,,[],23.0,,1762543807033.0,#zachedey-NBA-MEM-14,5,Edey,,,305,,Out,nba,['C'],,MEM,,87,1231414.0,Purdue,zachedey,Zach,IMG Academy (FL),C,,6263.0,,zach,14.0,4600663,Zach Edey,1.0
77,Isaiah Hartenstein,OKC,C,27.5,4339.302475103772,Isaiah Hartenstein,1934,{'channel_id': '1113936531304742912'},,1.0,38745a56-7472-4844-a2dc-f61d3bcd941f,,3A2163E486C5,1998-05-05,True,,hartenstein,,Isaiah Hartenstein,97.0,7.0,1934,20001874.0,650a49ba-e80a-483c-a3c4-b5fe3f797d6b,,,,C,,ACT,,[],27.0,,1762446903549.0,#isaiahhartenstein-NBA-OKC-55,3,Hartenstein,,,250,,,nba,['C'],,OKC,,84,1057004.0,,isaiahhartenstein,Isaiah,,C,,4147.0,,isaiah,55.0,4222252,Isaiah Hartenstein,7.0
78,Bennedict Mathurin,IND,"SG,SF",23.4,4309.536307456603,Bennedict Mathurin,2435,{'channel_id': '1113936491232362496'},Toe,1.0,3f98b652-71d4-4a40-949d-41c33dddd15d,,EFB4E989954A,2002-06-19,True,,mathurin,,Bennedict Mathurin,93.0,3.0,2435,20002879.0,f9912228-d55a-404f-b2e5-824658b21dc4,,,,SG,Sprain,ACT,,[],23.0,,1762292414671.0,#bennedictmathurin-NBA-IND-0,4,Mathurin,,,210,,DTD,nba,"['SF', 'SG']",,IND,,77,1239596.0,Arizona,bennedictmathurin,Bennedict,,SF,,5698.0,,bennedict,0.0,4683634,Bennedict Mathurin,3.0
79,Donovan Clingan,POR,C,21.7,4280.175134263094,Donovan Clingan,2728,{'channel_id': '1113936534429499392'},,1.0,c76e8dae-58ad-4950-8929-5094036210c4,,8112F7297E2C,2004-02-23,True,,clingan,,Donovan Clingan,116.0,1.0,2728,20003190.0,80b360ed-9ea4-4cca-8ced-abba5c6a8471,,,,C,,ACT,,[],21.0,,1762271712721.0,#donovanclingan-NBA-POR-23,5,Clingan,,,280,,,nba,['C'],,POR,,86,1405867.0,UConn,donovanclingan,Donovan,Bristol Central (CT),C,,6254.0,,donovan,23.0,5105565,Donovan Clingan,1.0
80,Kevin Durant,HOU,"SF,PF",37.1,4251.208082692454,Kevin Durant,1433,"{'channel_id': '1113936529958371328', 'injury_override_regular_2020_11': 'Out'}",,1.0,53f2fa48-e61b-49fb-843d-8a3e872257eb,,223ECA567955,1988-09-29,True,,durant,,Kevin Durant,19.0,18.0,1433,20000884.0,8e0accf8-4bfd-4f77-b11f-066cb119acdc,,,,SF,,ACT,,[],37.0,,1762411560134.0,#kevindurant-NBA-HOU-7,8,Durant,,,240,,,nba,"['PF', 'SF']",,HOU,,83,329525.0,Texas,kevindurant,Kevin,National Christian Academy (MD),PF,,2811.0,,kevin,7.0,3202,Kevin Durant,18.0
81,Brandon Ingram,TOR,"SG,SF,PF",28.2,4222.624711972674,Brandon Ingram,1698,{'channel_id': '1113936513252458496'},,1.0,8082841d-e516-43c6-a81b-7987fa321acd,,BF37C2E17344,1997-09-02,True,,ingram,,Brandon Ingram,68.0,9.0,1698,20001671.0,95551002-8e7e-4af7-b21e-71c4efe0573e,,,,SF,,ACT,,[],28.0,,1762355419553.0,#brandoningram-NBA-TOR-3,3,Ingram,,,190,,,nba,"['PF', 'SF', 'SG']",,TOR,,80,887665.0,Duke,brandoningram,Brandon,Kinston (NC),SF,,3861.0,,brandon,3.0,3913176,Brandon Ingram,9.0
82,Kyrie Irving,DAL,PG,33.6,4194.41499079759,Kyrie Irving,1054,{'channel_id': '1113936529295671296'},Knee,6.0,dd146010-902b-4ad7-b98c-650d0363a2f0,,CA84EBF5F3D5,1992-03-23,True,,irving,,Kyrie Irving,108.0,14.0,1054,20000574.0,,,,,PG,Surgery,ACT,,[],33.0,,1759170946044.0,#kyrieirving-NBA-DAL-11,0,Irving,,,195,,Out,nba,"['PG', 'SG']",,DAL,,74,551768.0,Duke,kyrieirving,Kyrie,St. Patrick (NJ),PG,,3186.0,,kyrie,11.0,6442,Kyrie Irving,14.0
83,OG Anunoby,NY,"SF,PF",28.3,4166.569276191643,OG Anunoby,1831,{'channel_id': '1113936487855947776'},,1.0,9474fa0a-70dd-44c4-9751-dac5839ae7f3,,3F8B2DD8AF32,1997-07-17,True,,anunoby,,OG Anunoby,73.0,8.0,1831,20001838.0,db091682-1cde-47be-afa9-4669075bb504,,,,SF,,ACT,,[],28.0,,1762443003665.0,#oganunoby-NBA-NYK-8,9,Anunoby,,,240,,,nba,"['PF', 'SF']",,NYK,,79,900535.0,Indiana,oganunoby,OG,Jefferson City (MO),PF,,4121.0,,og,8.0,3934719,OG Anunoby,8.0
84,Dejounte Murray,NO,"PG,SG",29.1,4139.078293720957,Dejounte Murray,1713,{'channel_id': '1113936513021771776'},Achilles,6.0,7d27ec3b-1e31-4b0f-abcf-e12039a0e27b,,AFDA3EB48D8F,1996-09-19,True,,murray,,Dejounte Murray,114.0,9.0,1713,20001679.0,,,,,PG,Surgery,ACT,,[],29.0,,1758814513341.0,#dejountemurray-NBA-NOP-5,4,Murray,,,180,,Out,nba,"['PG', 'SG']",,NOP,,76,884168.0,Washington,dejountemurray,Dejounte,Rainier Beach (WA),PG,,3856.0,,dejounte,5.0,3907497,Dejounte Murray,9.0
85,Derrick White,BOS,"PG,SG",31.4,4111.933118949111,Derrick White,1830,{'channel_id': '1113936514707881984'},,1.0,9bcd5cff-4a1c-4454-89b6-a5899b0c6bcc,,55A30F7FC808,1994-07-02,True,,white,,Derrick White,39.0,8.0,1830,20001856.0,fc551031-35e4-47a5-b9a3-052c0c56109f,,,,PG,,ACT,,[],31.0,,1762444203151.0,#derrickwhite-NBA-BOS-9,1,White,,,190,,,nba,"['PG', 'SG']",,BOS,,76,796009.0,Colorado,derrickwhite,Derrick,Legend (CO),SG,,4195.0,,derrick,9.0,3078576,Derrick White,8.0
