Name,player_id,sport,number,active,depth_chart_position,age,birth_day,status,birth_city,years_exp,depth_chart_order,height,weight,college,team,position
Zoran Dragic,1565,nba,,True,,35.0,1989-06-22,FA,,1.0,,77,200,,,SG
George King,1976,nba,,True,,30.0,1994-01-15,FA,,1.0,,78,220,Colorado,,SF
Wade Baldwin,1693,nba,,True,,28.0,1996-03-29,FA,,3.0,,76,200,Vanderbilt,,SG
Jason Maxiell,1481,nba,,False,,41.0,1983-02-18,RET,,10.0,,79,260,Cincinnati,,PF
Joel Embiid,1511,nba,21.0,True,C,30.0,1994-03-16,ACT,,8.0,1.0,84,280,Kansas,PHI,C
Buddy Boeheim,2493,nba,,True,,25.0,1999-11-11,FA,,1.0,,78,205,Syracuse,,SG
Isaac Humphries,1943,nba,,True,,26.0,1998-01-05,FA,,1.0,,84,255,Kentucky,,PF
Wayne Selden,1696,nba,,True,,30.0,1994-09-30,FA,,3.0,,76,232,Kansas,,SG
Brice Johnson,1719,nba,,True,,30.0,1994-06-27,FA,,1.0,,82,230,North Carolina,,PF
Garrison Mathews,2021,nba,24.0,True,SF,28.0,1996-10-24,ACT,,5.0,4.0,78,215,Lipscomb,ATL,SF
Drew Timme,2637,nba,,True,,24.0,2000-09-09,FA,,1.0,,82,235,Gonzaga,,PF
Joel Bolomboy,1721,nba,,True,,30.0,1994-01-28,FA,,1.0,,81,235,Weber State,,PF
Miles McBride,2256,nba,2.0,True,SG,24.0,2000-09-08,ACT,,3.0,2.0,73,195,West Virginia,NYK,PG
Duop Reath,2654,nba,26.0,True,C,28.0,1996-06-26,ACT,,0.0,5.0,81,245,LSU,POR,C
Yogi Ferrell,1689,nba,,True,,31.0,1993-05-09,FA,,5.0,,72,178,Indiana,,PG
Tyson Chandler,1030,nba,,True,,42.0,1982-10-02,FA,,19.0,,84,235,,,C
Matas Buzelis DUPLICATE,2731,nba,,False,,,,,,,,,,,,
Dmytro Skapintsev,2705,nba,,True,,26.0,1998-05-12,FA,,2.0,,85,260,Cal State Northridge,,C
Al Jefferson,1153,nba,,False,,39.0,1985-01-04,RET,,14.0,,82,280,,,C
Devin Booker,1648,nba,1.0,True,SG,28.0,1996-10-30,ACT,,9.0,1.0,77,206,Kentucky,PHX,SG
Cassius Stanley,2121,nba,,True,,25.0,1999-08-18,FA,,1.0,,77,190,Duke,,SG
Seth Curry,1041,nba,30.0,True,SG,34.0,1990-08-23,ACT,,10.0,2.0,73,185,Duke,CHA,SG
Mike Conley,1200,nba,10.0,True,PG,37.0,1987-10-11,ACT,,17.0,1.0,73,180,Ohio State,MIN,PG
Haywood Highsmith,1901,nba,24.0,True,PF,27.0,1996-12-09,ACT,,4.0,1.0,77,220,Wheeling (WV),MIA,SF
Andray Blatche,1170,nba,,False,,38.0,1986-08-22,RET,,9.0,,83,260,,,C
Trevelin Queen,2174,nba,12.0,True,PG,27.0,1997-02-25,TWO-WAY,,3.0,5.0,77,190,New Mexico State,ORL,PG
Udoka Azubuike,2151,nba,,True,,25.0,1999-09-17,FA,,4.0,,83,270,Kansas,,C
Enrique Freeman,2746,nba,8.0,True,PF,24.0,2000-07-29,TWO-WAY,,0.0,4.0,79,215,Akron,IND,PF
Abdul Gaddy,2541,nba,,True,,32.0,1992-01-26,FA,,1.0,,75,185,Washington,,SG
Melvin Ely,1269,nba,,False,,46.0,1978-05-02,RET,,9.0,,82,261,Fresno State,,C
Nassir Little,2101,nba,,True,,24.0,2000-02-11,FA,,5.0,,78,220,North Carolina,,PF
Omari Johnson,1794,nba,,True,,35.0,1989-05-26,FA,,0.0,,81,220,Oregon State,,SF
Colby Jones,2616,nba,20.0,True,SF,22.0,2002-05-28,ACT,,1.0,3.0,78,205,Xavier,SAC,PG
Darius Days,2499,nba,,True,,25.0,1999-10-20,TWO-WAY,,1.0,,79,245,LSU,,PF
Pascal Siakam,1716,nba,43.0,True,PF,30.0,1994-04-02,ACT,,8.0,1.0,82,230,New Mexico State,IND,PF
Yam Madar,2189,nba,,True,,23.0,2000-12-21,NWT,,1.0,,75,180,,,PG
Jared Cunningham,1248,nba,,True,,33.0,1991-05-22,FA,,4.0,,76,195,Oregon State,,SG
Martell Webster,1119,nba,,False,,37.0,1986-12-04,RET,,10.0,,79,230,,,SF
Omer Asik,1243,nba,,False,,38.0,1986-07-04,RET,,8.0,,84,255,,,C
Marcus Garrett,2348,nba,,True,,26.0,1998-11-09,FA,,1.0,,77,205,Kansas,,SG
Myles Powell,2175,nba,5.0,True,,27.0,1997-07-07,FA,,1.0,,74,195,Seton Hall,,PG
D.J. Carton,2364,nba,3.0,True,PG,24.0,2000-08-05,TWO-WAY,,1.0,4.0,74,200,Marquette,TOR,SG
Dwayne Bacon,1780,nba,,True,,29.0,1995-08-30,FA,,4.0,,78,221,Florida State,,SG
JaMychal Green,1532,nba,,True,,34.0,1990-06-21,FA,,8.0,,81,227,Alabama,,PF
Brandon Miller,2568,nba,24.0,True,SG,22.0,2002-11-22,ACT,,1.0,1.0,79,200,Alabama,CHA,PF
Edmond Sumner,1766,nba,,True,,28.0,1995-12-31,FA,,5.0,,76,190,Xavier,,SG
DJ Steward,2374,nba,0.0,True,PG,23.0,2001-10-02,TWO-WAY,,1.0,7.0,73,162,Duke,CHI,SG
Walt Lemon,1816,nba,,True,,32.0,1992-07-26,FA,,2.0,,75,180,Bradley,,SG
Romaro Gill,2178,nba,,True,,30.0,1994-10-02,FA,,1.0,,86,255,Seton Hall,,C
Brandon Rachal,2386,nba,,True,,25.0,1999-09-30,FA,,1.0,,78,220,Tulsa,,SG
Daishen Nix,2347,nba,1.0,True,PG,22.0,2002-02-13,TWO-WAY,,3.0,5.0,75,226,,MIN,PG
Luke Kornet,1759,nba,40.0,True,C,29.0,1995-07-15,ACT,,7.0,4.0,86,255,Vanderbilt,BOS,C
Wesley Matthews,1446,nba,,True,,38.0,1986-10-14,FA,,14.0,,77,220,Marquette,,SG
Jimmy Butler,1000,nba,22.0,True,SF,35.0,1989-09-14,ACT,,13.0,1.0,79,230,Marquette,MIA,SF
Jacob Toppin,2627,nba,0.0,True,PF,24.0,2000-05-08,TWO-WAY,,1.0,5.0,80,200,Kentucky,NYK,SF
Daniel Theis,1824,nba,10.0,True,C,32.0,1992-04-04,ACT,,7.0,3.0,80,245,,NOP,C
Joel Freeland,1451,nba,,False,,37.0,1987-02-07,RET,,3.0,,82,225,Farnborough College of Technology (GBR),,C
Zach Collins,1866,nba,23.0,True,C,27.0,1997-11-19,ACT,,6.0,2.0,83,240,Gonzaga,SAS,PF
Shawn Long,1679,nba,,True,,31.0,1993-01-29,FA,,1.0,,81,255,Louisiana,,PF
Kevin Martin,1186,nba,,False,,41.0,1983-02-01,RET,,12.0,,79,204,Western Carolina,,SG
Marquese Chriss,1738,nba,,True,,27.0,1997-07-02,FA,,6.0,,81,240,Washington,,C
Jalen Crutcher,2382,nba,,True,,25.0,1999-07-18,FA,,2.0,,74,175,Dayton,,PG
Mo Williams,1454,nba,,False,,41.0,1982-12-19,RET,,13.0,,73,198,Alabama,,PG
Darius Garland,2007,nba,10.0,True,PG,24.0,2000-01-26,ACT,,5.0,1.0,73,192,Vanderbilt,CLE,PG
Olivier-Maxence Prosper,2585,nba,8.0,True,PF,22.0,2002-07-03,ACT,,1.0,5.0,80,215,Marquette,DAL,PF
Charles Bassey,2265,nba,28.0,True,C,24.0,2000-10-28,ACT,,3.0,3.0,82,240,Western Kentucky,SAS,C
Jaysean Paige,2405,nba,,True,,30.0,1994-07-30,FA,,1.0,,74,200,West Virginia,,PG
Trevon Bluiett,1947,nba,,True,,30.0,1994-11-04,FA,,1.0,,78,198,Xavier,,SG
Kobe Brown,2579,nba,21.0,True,C,24.0,2000-01-01,ACT,,1.0,4.0,79,250,Missouri,LAC,PG
Travis Wear,1497,nba,,True,,34.0,1990-09-21,FA,,2.0,,81,219,UCLA,,SF
Lester Quinones,2411,nba,25.0,True,PG,24.0,2000-11-16,TWO-WAY,,2.0,6.0,76,208,Memphis,PHI,SG
Luc Mbah a Moute,1192,nba,,True,,38.0,1986-09-09,FA,,12.0,,80,230,UCLA,,PF
Bruce Brown,1909,nba,11.0,True,SG,28.0,1996-08-15,ACT,,6.0,2.0,76,202,Miami (FL),TOR,PF
Greg Stiemsma,1278,nba,,False,,39.0,1985-09-26,RET,,4.0,,83,260,Wisconsin,,C
Bronny James,2755,nba,9.0,True,PG,20.0,2004-10-06,ACT,,0.0,4.0,74,212,USC,LAL,PG
Sim Bhullar,1578,nba,,True,,31.0,1992-12-02,FA,,1.0,,89,360,New Mexico State,,C
Kevin Hervey,2096,nba,,True,,28.0,1996-07-09,FA,,1.0,,80,230,Texas-Arlington,,PF
Jaren Jackson,1924,nba,13.0,True,PF,25.0,1999-09-15,ACT,,6.0,1.0,82,242,Michigan State,MEM,C
Brian Roberts,1273,nba,,False,,38.0,1985-12-03,RET,,5.0,,73,173,Dayton,,PG
Isaiah Stewart,2159,nba,28.0,True,C,23.0,2001-05-22,ACT,,4.0,2.0,80,250,Washington,DET,C
William Howard,2047,nba,,True,,31.0,1993-10-25,FA,,1.0,,80,207,,,SF
Shane Battier,1372,nba,,False,,46.0,1978-09-09,RET,,13.0,,80,220,Duke,,SF
Facundo Campazzo,2191,nba,,True,,33.0,1991-03-23,FA,,2.0,,70,195,,,PG
Jerian Grant,1592,nba,,True,,32.0,1992-10-09,FA,,5.0,,76,205,Notre Dame,,SG
David Stockton,1579,nba,,True,,33.0,1991-06-24,FA,,2.0,,71,165,Gonzaga,,PG
John Henson,1388,nba,,True,,33.0,1990-12-28,FA,,8.0,,81,219,North Carolina,,PF
Gabe York,2403,nba,,True,,31.0,1993-08-02,FA,,1.0,,75,185,Arizona,,SG
Marial Shayok,2016,nba,,True,,29.0,1995-07-26,FA,,1.0,,77,198,Iowa State,,SG
Malik Monk,1779,nba,0.0,True,SG,26.0,1998-02-04,ACT,,7.0,2.0,75,200,Kentucky,SAC,SG
Jusuf Nurkic,1583,nba,20.0,True,C,30.0,1994-08-23,ACT,,10.0,1.0,84,290,,PHX,C
Nicolas Brussino,1733,nba,,True,,31.0,1993-03-02,FA,,1.0,,80,195,,,SF
Jaylon Tyson,2712,nba,24.0,True,SF,21.0,2002-12-02,ACT,,0.0,4.0,78,218,California,CLE,PG
Mitchell Robinson,1887,nba,23.0,True,C,26.0,1998-04-01,ACT,,6.0,5.0,84,278,,NYK,C
Andre Iguodala,1089,nba,,False,,40.0,1984-01-28,RET,,19.0,,78,215,Arizona,,SF
Cam Whitmore,2573,nba,7.0,True,PF,20.0,2004-07-08,ACT,,1.0,3.0,79,235,Villanova,HOU,PF
Danilo Gallinari,1468,nba,,True,,36.0,1988-08-08,FA,,14.0,,82,236,,,PF
Christian Braun,2457,nba,0.0,True,SG,23.0,2001-04-17,ACT,,2.0,1.0,78,220,Kansas,DEN,PG
Josh Magette,1811,nba,,True,,35.0,1989-11-28,FA,,1.0,,73,160,Alabama-Huntsville,,PG
Sir'Jabari Rice,2634,nba,,True,,25.0,1998-12-28,FA,,1.0,,76,180,Texas,,PG
Oscar Tshiebwe,2632,nba,34.0,True,C,25.0,1999-11-27,TWO-WAY,,1.0,5.0,80,255,Kentucky,UTA,PF
Lance Thomas,1276,nba,,True,,36.0,1988-04-24,FA,,9.0,,80,240,Duke,,SF
Fabian White,2504,nba,,True,,26.0,1998-11-29,FA,,1.0,,80,230,Houston,,PF
Joel Anthony,1289,nba,,True,,42.0,1982-08-09,FA,,10.0,,81,245,UNLV,,C
Tacko Fall,2058,nba,,True,,28.0,1995-12-10,FA,,3.0,,90,311,UCF,,C
Ben Moore,1764,nba,,True,,29.0,1995-05-13,FA,,1.0,,80,220,SMU,,SF
Trae Young,1945,nba,11.0,True,PG,26.0,1998-09-19,ACT,,6.0,1.0,73,164,Oklahoma,ATL,PG
Keion Brooks,2853,nba,,True,,24.0,2000-07-07,FA,,0.0,,79,212,Washington,,PF
Andrew Goudelock,1624,nba,,True,,35.0,1988-12-07,FA,,3.0,,75,200,Charleston,,PG
Jonathan Mogbo,2763,nba,2.0,True,C,23.0,2001-10-29,ACT,,0.0,2.0,78,217,San Francisco,TOR,PF
Jordan Burns,2392,nba,,True,,27.0,1997-08-28,FA,,1.0,,72,175,Colgate,,PG
Alize Johnson,1894,nba,,True,,28.0,1996-04-22,FA,,5.0,,79,210,Missouri State,,C
Ricky Ledo,1399,nba,,True,,32.0,1992-09-10,FA,,2.0,,79,195,Providence,,SG
Larry Drew,1506,nba,,True,,34.0,1990-03-05,FA,,2.0,,74,180,UCLA,,PG
Deividas Sirvydis,2212,nba,,True,,24.0,2000-06-10,FA,,2.0,,80,190,,,SF
Devin Cannady,2238,nba,,True,,28.0,1996-05-21,FA,,2.0,,74,183,Princeton,,PG
Melvin Frazier,1992,nba,,True,,28.0,1996-08-30,FA,,3.0,,78,210,Tulane,,PG
Brandon Ingram,1698,nba,14.0,True,SF,27.0,1997-09-02,ACT,,8.0,1.0,80,190,Duke,NOP,SF
Mindaugas Kuzminskas,1669,nba,,True,,35.0,1989-10-19,FA,,1.0,,81,215,,,SF
Caleb Martin,2028,nba,16.0,True,PF,29.0,1995-09-28,ACT,,5.0,1.0,77,205,Nevada,PHI,SF
Yuri Collins,2687,nba,,True,,23.0,2001-03-07,TWO-WAY,,1.0,,72,190,Saint Louis,,PG
DaQuan Jeffries,2102,nba,3.0,True,PF,27.0,1997-08-30,ACT,,5.0,7.0,77,222,Tulsa,CHA,SG
Furkan Aldemir,1509,nba,,True,,33.0,1991-08-09,FA,,1.0,,81,220,,,PF
Giannis Antetokounmpo,1380,nba,34.0,True,PF,29.0,1994-12-06,ACT,,11.0,1.0,83,243,,MIL,PF
Adem Bona,2749,nba,30.0,True,C,21.0,2003-03-28,ACT,,0.0,4.0,80,243,UCLA,PHI,C
Jose Calderon,1395,nba,,False,,43.0,1981-09-28,RET,,14.0,,75,200,,,PG
Freddie Gillespie,2226,nba,,True,,27.0,1997-06-14,FA,,1.0,,81,245,Baylor,,PF
Trey Alexander,2827,nba,23.0,True,SG,21.0,2003-05-02,TWO-WAY,,0.0,3.0,76,190,Creighton,DEN,SG
Shaun Livingston,1171,nba,,False,,39.0,1985-09-11,RET,,14.0,,79,192,,,PG
PJ Dozier,1865,nba,35.0,True,PF,28.0,1996-10-25,ACT,,6.0,5.0,78,212,South Carolina,MIN,SG
Jameel Warney,1854,nba,,True,,30.0,1994-01-31,FA,,1.0,,80,260,Stony Brook,,PF
Kobe Bufkin,2575,nba,4.0,True,PG,21.0,2003-09-21,ACT,,1.0,2.0,77,195,Michigan,ATL,PG
Tyrus Thomas,1527,nba,,False,,38.0,1986-08-17,RET,,8.0,,81,224,LSU,,PF
Ben McLemore,1457,nba,,True,,31.0,1993-02-11,FA,,9.0,,75,195,Kansas,,SG
Day'Ron Sharpe,2275,nba,20.0,True,C,23.0,2001-11-06,ACT,,3.0,6.0,81,265,North Carolina,BKN,C
Jamal Crawford,1336,nba,,False,,44.0,1980-03-20,RET,,20.0,,77,185,Michigan,,SG
Malcolm Hill,2353,nba,,True,,29.0,1995-10-26,FA,,2.0,,78,220,Illinois,,SF
Alex Sarr,2733,nba,20.0,True,C,19.0,2005-04-26,ACT,,0.0,1.0,84,224,,WAS,PF
Keifer Sykes,2318,nba,,True,,30.0,1993-12-30,FA,,1.0,,71,167,Green Bay,,PG
Jeff Dowtin,2350,nba,11.0,True,PG,27.0,1997-05-10,TWO-WAY,,3.0,4.0,75,177,Rhode Island,PHI,PG
Darius Miller,1274,nba,,True,,34.0,1990-03-21,FA,,6.0,,78,225,Kentucky,,SF
Arnett Moultrie,1105,nba,,True,,34.0,1990-11-18,FA,,2.0,,82,240,Mississippi State,,PF
Alex Stepheson,1616,nba,,True,,37.0,1987-08-07,FA,,1.0,,80,270,USC,,PF
Romeo Langford,2063,nba,,True,,25.0,1999-10-25,TWO-WAY,,4.0,,77,216,Indiana,,SG
Khyri Thomas,1905,nba,,True,,28.0,1996-05-08,FA,,3.0,,75,210,Creighton,,SG
Marcus Morris,1416,nba,,True,,35.0,1989-09-02,FA,,12.0,,80,218,Kansas,,PF
Klay Thompson,1081,nba,31.0,True,SF,34.0,1990-02-08,ACT,,13.0,1.0,78,220,Washington State,DAL,SG
Keaton Wallace,2522,nba,2.0,True,PG,25.0,1999-02-26,TWO-WAY,,1.0,3.0,75,185,UTSA,ATL,PG
Wendell Carter,1883,nba,34.0,True,C,25.0,1999-04-16,ACT,,6.0,1.0,82,270,Duke,ORL,C
Emmanuel Mudiay,1657,nba,,True,,28.0,1996-03-05,FA,,5.0,,75,200,,,PG
Jon Leuer,1208,nba,,False,,35.0,1989-05-14,RET,,8.0,,82,228,Wisconsin,,PF
Charlie Villanueva,1132,nba,,False,,40.0,1984-08-24,RET,,11.0,,83,232,UConn,,PF
Erik McCree,1840,nba,,True,,30.0,1993-12-20,FA,,1.0,,80,225,Louisiana Tech,,SF
Gary Neal,1151,nba,,False,,40.0,1984-10-03,RET,,7.0,,76,210,Towson,,SG
Jordan Hamilton,1238,nba,,True,,34.0,1990-10-06,FA,,5.0,,79,220,Texas,,SF
RJ Hunter,1633,nba,,True,,31.0,1993-10-24,FA,,4.0,,77,185,Georgia State,,SG
Austin Reaves,2316,nba,15.0,True,PG,26.0,1998-05-29,ACT,,3.0,1.0,77,210,Oklahoma,LAL,SG
Anderson Varejao,1043,nba,,True,,42.0,1982-09-28,FA,,14.0,,83,273,,,C
Ish Smith,1407,nba,,False,,36.0,1988-07-05,RET,,13.0,,72,175,Wake Forest,,PG
Cartier Martin,1005,nba,,True,,40.0,1984-11-20,FA,,7.0,,79,220,Kansas State,,SF
MaCio Teague,2337,nba,,True,,27.0,1997-06-11,FA,,1.0,,76,195,Baylor,,SG
Justin Powell,2656,nba,,True,,23.0,2001-05-09,FA,,1.0,,78,197,Washington State,,SG
James Wiseman,2122,nba,13.0,True,C,23.0,2001-03-31,ACT,,3.0,9.0,83,240,Memphis,IND,C
Mouhamed Gueye,2606,nba,18.0,True,C,22.0,2002-11-09,ACT,,1.0,5.0,82,210,Washington State,ATL,PF
Lamar Odom,1039,nba,,False,,45.0,1979-11-06,RET,,14.0,,81,228,Rhode Island,,SF
David Wear,1576,nba,,True,,34.0,1990-09-21,FA,,1.0,,82,230,UCLA,,PF
Channing Frye,1415,nba,,False,,41.0,1983-05-17,RET,,13.0,,84,255,Arizona,,PF
Abdel Nader,1823,nba,,True,,31.0,1993-09-25,FA,,5.0,,77,225,Iowa State,,SF
Trevion Williams,2527,nba,,True,,24.0,2000-09-16,FA,,1.0,,81,265,Purdue,,C
A.J. Hammons,1730,nba,,True,,32.0,1992-08-27,FA,,1.0,,84,260,Purdue,,C
Thon Maker,1725,nba,,True,,27.0,1997-02-25,FA,,4.0,,84,221,,,C
Stephen Curry,1085,nba,30.0,True,PG,36.0,1988-03-14,ACT,,15.0,1.0,75,200,Davidson,GSW,PG
Le'Bryan Nash,1804,nba,,True,,32.0,1992-06-30,FA,,0.0,,79,235,Oklahoma State,,SF
Tony Mitchell,1140,nba,,True,,32.0,1992-04-07,FA,,1.0,,81,235,North Texas,,PF
Kendrick Perkins,1439,nba,,False,,40.0,1984-11-10,RET,,14.0,,82,270,,,C
Shabazz Napier,1562,nba,,True,,33.0,1991-07-14,FA,,6.0,,72,175,UConn,,PG
Scotty Pippen,2416,nba,1.0,True,PG,24.0,2000-11-10,ACT,,2.0,2.0,73,170,Vanderbilt,MEM,PG
Bojan Bogdanovic,1522,nba,44.0,True,PF,35.0,1989-04-18,ACT,,10.0,9.0,79,226,,BKN,SF
Aleem Ford,2393,nba,,True,,27.0,1996-12-22,FA,,1.0,,80,220,Wisconsin,,SF
Keandre Cook,2236,nba,,True,,27.0,1997-05-01,FA,,1.0,,77,187,Missouri State,,SG
RJ Nembhard,2356,nba,,True,,25.0,1999-03-22,FA,,2.0,,77,200,TCU,,SG
Austin Daye,1303,nba,,True,,36.0,1988-06-05,FA,,6.0,,83,220,Gonzaga,,SF
Gradey Dick,2578,nba,1.0,True,SG,21.0,2003-11-20,ACT,,1.0,1.0,78,200,Kansas,TOR,PG
Johnny O'Bryant,1568,nba,,True,,31.0,1993-06-01,FA,,4.0,,81,257,LSU,,SF
Keve Aluma,2819,nba,,True,,25.0,1998-12-31,FA,,0.0,,81,239,Virginia Tech,,PF
Thomas Welsh,1989,nba,,True,,28.0,1996-02-03,FA,,1.0,,84,255,UCLA,,C
Cam Christie,2765,nba,12.0,True,SG,19.0,2005-07-24,ACT,,0.0,8.0,78,190,Minnesota,LAC,PG
Isaiah Whitehead,1688,nba,,True,,29.0,1995-03-08,FA,,2.0,,76,213,Seton Hall,,PG
Seth Lundy,2607,nba,3.0,True,SG,24.0,2000-04-02,TWO-WAY,,1.0,8.0,76,220,Penn State,ATL,PG
Bones Hyland,2303,nba,5.0,True,PG,24.0,2000-09-14,ACT,,3.0,3.0,74,169,VCU,LAC,PG
Dwyane Wade,1363,nba,,False,,42.0,1982-01-17,RET,,16.0,,76,220,Marquette,,SG
Dominick Barlow,2492,nba,26.0,True,C,21.0,2003-05-26,TWO-WAY,,2.0,4.0,81,215,,ATL,PF
Mouhamadou Gueye,2512,nba,,True,,26.0,1998-07-06,FA,,2.0,,81,210,Pittsburgh,,PF
Tyler Zeller,1053,nba,,True,,34.0,1990-01-17,FA,,8.0,,84,253,North Carolina,,C
Manny Harris,1219,nba,,True,,35.0,1989-09-21,FA,,4.0,,77,185,Michigan,,SG
Karlo Matkovic,2490,nba,17.0,True,PF,23.0,2001-03-30,ACT,,1.0,5.0,82,231,,NOP,PF
Perry Jones,1428,nba,,True,,33.0,1991-09-24,FA,,3.0,,83,235,Baylor,,SF
Terrence Ross,1318,nba,,False,,33.0,1991-02-05,RET,,10.0,,79,206,Washington,,SG
Robbie Hummel,1189,nba,,False,,35.0,1989-03-08,RET,,2.0,,80,216,Purdue,,SF
Killian Tillie,2200,nba,,True,,26.0,1998-03-05,FA,,2.0,,81,220,Gonzaga,,SF
Jannero Pargo,1144,nba,,False,,45.0,1979-10-22,RET,,11.0,,73,185,Arkansas,,PG
Mirza Teletovic,1165,nba,,False,,39.0,1985-09-17,RET,,6.0,,81,242,,,PF
Jabari Bird,1825,nba,,True,,30.0,1994-07-03,FA,,1.0,,78,198,California,,SG
Javonte Cooke,2652,nba,,True,,25.0,1999-07-11,FA,,1.0,,77,180,Winston-Salem State,,SG
Aric Holman,2376,nba,,True,,27.0,1997-07-11,FA,,1.0,,82,225,Mississippi State,,C
Ryan Broekhoff,1968,nba,,False,,34.0,1990-08-23,RET,,2.0,,78,205,Valparaiso,,SF
Yauhen Massalski,2805,nba,,True,,25.0,1999-03-25,FA,,0.0,,81,240,San Francisco,,PF
Nazr Mohammed,1015,nba,,False,,47.0,1977-09-05,RET,,18.0,,82,250,Kentucky,,C
Chance Comanche,2558,nba,,True,,28.0,1996-04-14,FA,,1.0,,82,210,Arizona,,C
Andrew Nicholson,1488,nba,,True,,34.0,1989-12-08,FA,,5.0,,81,250,St. Bonaventure,,PF
Lonzo Ball,1798,nba,2.0,True,PG,27.0,1997-10-27,ACT,,5.0,2.0,78,190,UCLA,CHI,PG
Kent Bazemore,1078,nba,,True,,35.0,1989-07-01,FA,,10.0,,76,195,Old Dominion,,SG
Jay Huff,2335,nba,30.0,True,C,27.0,1997-08-25,ACT,,3.0,3.0,85,240,Virginia,MEM,C
Jonathan Kuminga,2306,nba,0.0,True,PF,22.0,2002-10-06,ACT,,3.0,2.0,79,225,,GSW,PF
Tyshawn Taylor,1180,nba,,True,,34.0,1990-04-12,FA,,2.0,,75,185,Kansas,,PG
Doron Lamb,1479,nba,,True,,33.0,1991-11-06,FA,,2.0,,76,200,Kentucky,,SG
Scott Machado,1929,nba,,True,,34.0,1990-06-08,FA,,2.0,,73,205,Iona,,PG
Monta Ellis,1392,nba,,False,,39.0,1985-10-26,RET,,12.0,,75,185,,,SG
Kris Murray,2587,nba,24.0,True,SF,24.0,2000-08-19,ACT,,1.0,4.0,80,210,Iowa,POR,PF
Jodie Meeks,1226,nba,,True,,37.0,1987-08-21,FA,,10.0,,76,210,Kentucky,,SG
Scottie Lewis,2274,nba,,True,,24.0,2000-03-12,FA,,1.0,,76,188,Florida,,SG
Tornike Shengelia,1001,nba,,True,,33.0,1991-10-05,FA,,2.0,,81,240,,,SF
Jeremy Lamb,1423,nba,,False,,32.0,1992-05-30,RET,,10.0,,77,180,UConn,,SG
James Webb,1786,nba,,True,,31.0,1993-08-19,FA,,1.0,,81,202,Boise State,,SF
Al-Farouq Aminu,1264,nba,,True,,34.0,1990-09-21,FA,,11.0,,81,220,Wake Forest,,SF
Joffrey Lauvergne,1584,nba,,True,,33.0,1991-09-30,FA,,4.0,,83,260,,,C
Doug McDermott,1492,nba,7.0,True,SF,32.0,1992-01-03,ACT,,10.0,5.0,78,225,Creighton,SAC,SF
Maxwell Lewis,2605,nba,20.0,True,PF,22.0,2002-07-27,ACT,,1.0,4.0,79,215,Pepperdine,LAL,PF
Xavier Munford,1618,nba,,True,,32.0,1992-06-01,FA,,2.0,,76,173,Rhode Island,,PG
Guerschon Yabusele,1821,nba,28.0,True,C,28.0,1995-12-17,ACT,,2.0,2.0,80,260,,PHI,PF
Will Cherry,1498,nba,,True,,33.0,1991-02-08,FA,,1.0,,72,185,Montana,,PG
Myke Henry,1793,nba,,True,,31.0,1992-12-23,FA,,1.0,,78,238,DePaul,,SF
Jeremiah Martin,2033,nba,,True,,28.0,1996-06-19,FA,,1.0,,74,185,Memphis,,PG
James Akinjo,2861,nba,,True,,24.0,2000-11-27,FA,,1.0,,73,190,Baylor,,PG
AJ Griffin,2448,nba,,True,,21.0,2003-08-25,FA,,2.0,,78,220,Duke,,PF
Tony Allen,1212,nba,,False,,42.0,1982-01-11,RET,,14.0,,76,213,Oklahoma State,,SF
Jonas Valanciunas,1319,nba,17.0,True,C,32.0,1992-05-06,ACT,,12.0,2.0,83,265,,WAS,C
Lindy Waters,2408,nba,43.0,True,SG,27.0,1997-07-28,ACT,,3.0,1.0,77,201,Oklahoma State,GSW,SG
Tyus Jones,1614,nba,21.0,True,PG,28.0,1996-05-10,ACT,,9.0,1.0,72,196,Duke,PHX,PG
Jaylen Morris,1810,nba,,True,,29.0,1995-09-19,FA,,2.0,,77,185,Molloy,,SG
Kenny Wooten,2002,nba,,True,,26.0,1998-04-17,FA,,1.0,,80,235,Oregon,,PF
Marcelo Huertas,1619,nba,,True,,41.0,1983-05-25,FA,,1.0,,75,200,,,PG
Dillon Brooks,1792,nba,9.0,True,SF,28.0,1996-01-22,ACT,,7.0,1.0,79,220,Oregon,HOU,SG
Victor Oladipo,1489,nba,,True,,32.0,1992-05-04,FA,,10.0,,75,213,Indiana,,SG
Solomon Jones,1483,nba,,False,,40.0,1984-07-16,RET,,8.0,,82,235,South Florida,,PF
Mike Muscala,1252,nba,,False,,33.0,1991-07-01,RET,,10.0,,82,240,Bucknell,,C
Quincy Acy,1326,nba,,True,,34.0,1990-10-06,FA,,7.0,,79,240,Baylor,,PF
Vince Carter,1406,nba,,False,,47.0,1977-01-26,RET,,22.0,,78,220,North Carolina,,SF
Jalen Pickett,2619,nba,24.0,True,PG,25.0,1999-10-22,ACT,,1.0,5.0,74,202,Penn State,DEN,PG
Luka Samanic,2066,nba,,True,,24.0,2000-01-09,FA,,3.0,,82,227,,,PF
Matt Lewis,2369,nba,,True,,25.0,1998-12-21,FA,,1.0,,75,189,James Madison,,SG
Henry Walker,1566,nba,,True,,37.0,1987-10-09,FA,,5.0,,78,235,Kansas State,,SF
Saben Lee,2150,nba,,True,,25.0,1999-06-23,FA,,4.0,,74,183,Vanderbilt,,PG
